Player_ID,Player_Name,DOB,Gender,FIDE_Percentile,Player_Rating,Country
AZ-47-QWLH,Jeffrey Greene,1967-11-27,M,44.13854351687389,0,AZ
UY-42-PKBY,Joseph Morris,1975-11-29,M,44.13854351687389,0,UY
BZ-26-LQOR,Bobby Evans,2004-07-16,M,44.13854351687389,0,BZ
CL-86-BMGQ,Francis Larson,1989-04-25,M,44.13854351687389,0,CL
LA-96-IKDR,Phillip Stone,1981-11-19,M,44.13854351687389,0,LA
UY-95-IRHR,Christopher Reynolds,1990-10-30,M,44.13854351687389,0,UY
IT-81-JRGZ,Gregory Bowen,1954-01-12,M,44.13854351687389,0,IT
SI-91-IWXU,Jessica Horton,1956-01-23,F,44.13854351687389,0,SI
GR-09-NTDK,Andrew Reed,1988-07-22,M,44.13854351687389,0,GR
VN-96-RDGX,Ariana Taylor,1954-10-02,F,44.13854351687389,0,VN
KI-84-HMSI,Derrick Barnes,1964-04-30,M,44.13854351687389,0,KI
BW-63-EHYG,Sharon Gonzalez,1996-02-25,F,44.13854351687389,0,BW
KZ-80-AJMS,Kristin Murphy,2003-06-09,F,44.13854351687389,0,KZ
TJ-06-ATOI,Maureen Lowe,1980-09-28,F,44.13854351687389,0,TJ
PG-13-YNZI,Amber Morgan,1989-02-14,F,44.13854351687389,0,PG
HR-92-EXFA,Henry Davis,1999-07-22,M,91.1190053285968,10,HR
BE-59-YWVU,Tara Guzman,1961-06-15,F,91.1190053285968,10,BE
UA-70-DWGU,Amanda House,1959-07-05,F,44.13854351687389,0,UA
KH-67-NVBX,John Mason,1968-10-28,M,44.13854351687389,0,KH
KW-62-TNZV,Lisa Ruiz,1976-04-28,F,44.13854351687389,0,KW
BO-28-TBNO,Christopher Lawrence,1985-07-01,M,44.13854351687389,0,BO
LB-12-FNFW,Patricia Tanner,1974-10-22,F,44.13854351687389,0,LB
HR-48-WDHS,Ann Christensen,1996-11-01,F,44.13854351687389,0,HR
NR-35-OKYO,Carlos Davis,1985-11-02,M,44.13854351687389,0,NR
KW-99-OALO,Kristin Guzman,1972-09-01,F,44.13854351687389,0,KW
CI-56-JEEV,Sergio Heath,1970-12-25,M,44.13854351687389,0,CI
US-09-BLZO,Micheal Perez,1964-01-29,M,44.13854351687389,0,US
PA-55-KOZI,Michael Hensley,2002-02-13,M,95.88513913558319,20,PA
FI-18-FWJQ,Gary Hunter,1970-02-07,M,91.1190053285968,10,FI
MU-19-DRUS,Chad Houston,1990-11-11,M,44.13854351687389,0,MU
SZ-36-IVIJ,Zachary Williams,1966-03-20,M,44.13854351687389,0,SZ
TJ-36-OYEE,Cassandra Reid,1998-02-23,F,44.13854351687389,0,TJ
MT-47-DKON,Sarah Greene,1999-10-15,F,91.1190053285968,10,MT
LA-10-QYGC,John Hardin,1967-11-14,M,44.13854351687389,0,LA
VC-16-BWYN,Carlos Meyer,1960-04-28,M,44.13854351687389,0,VC
NA-82-ANYB,Kelly Ramos,1969-07-30,F,44.13854351687389,0,
AR-98-XSUS,Janice Hernandez,1961-12-14,F,98.60864416814684,50,AR
CG-46-YOJL,John Jenkins,1953-02-06,M,44.13854351687389,0,CG
MX-47-GIVV,Steve Ross,1967-02-16,M,91.1190053285968,10,MX
LS-01-AVPU,Mckenzie Lester,1959-08-29,F,44.13854351687389,0,LS
ML-92-EMPI,Michael Anderson,1987-09-18,M,44.13854351687389,0,ML
BH-19-RPNK,Matthew Rose,1992-04-15,M,91.1190053285968,10,BH
UY-94-EVPM,Nancy Thomas,1961-02-08,F,44.13854351687389,0,UY
ZA-10-ZRYG,Mary Vaughn,1998-12-13,F,44.13854351687389,0,ZA
IQ-75-UUPG,Meghan Michael,1974-01-20,F,44.13854351687389,0,IQ
FJ-05-KTCM,Alvin Johnson,2000-05-31,M,44.13854351687389,0,FJ
IL-34-YPFP,Timothy Stephens,1994-10-19,M,44.13854351687389,0,IL
NL-07-DPEV,Linda Patterson,1953-04-04,F,44.13854351687389,0,NL
VN-52-RHMS,Taylor Mcdowell,1972-02-06,F,44.13854351687389,0,VN
MD-72-HEIY,Christine Campbell,1983-07-29,F,44.13854351687389,0,MD
DE-70-XILT,Kayla Zavala,1989-04-10,F,44.13854351687389,0,DE
AL-62-BFLA,Erin Grimes,1966-07-25,F,44.13854351687389,0,AL
GD-25-KEVO,Phillip White,1957-05-04,M,44.13854351687389,0,GD
MH-31-JCCD,Melissa Wilson,1966-02-21,F,44.13854351687389,0,MH
AM-84-OYFG,Jason Day,2002-05-16,M,44.13854351687389,0,AM
BG-47-NLGN,Gary Matthews,1979-06-26,M,44.13854351687389,0,BG
PE-60-FNHK,Charles Gomez,1998-11-05,M,44.13854351687389,0,PE
AT-77-PINK,Bradley Short,1963-06-04,M,44.13854351687389,0,AT
IT-66-YFJV,Jamie Martin,1987-10-06,F,44.13854351687389,0,IT
KE-83-NKYF,Debra Torres,1994-03-19,F,44.13854351687389,0,KE
GY-20-VFXW,Colton Hobbs,1967-10-26,M,44.13854351687389,0,GY
NP-18-ERKS,Kimberly Wise,1956-01-20,F,44.13854351687389,0,NP
PE-24-LSCA,Kevin Martin,1972-07-03,M,44.13854351687389,0,PE
DO-69-PCZW,Mark Dillon,2000-02-27,M,44.13854351687389,0,DO
MU-89-GSXN,Carol Carroll,2003-06-04,F,44.13854351687389,0,MU
GD-59-RSVK,Ashley Brady,2000-04-22,F,44.13854351687389,0,GD
MH-12-EVPJ,Fernando Fleming,1973-09-02,M,44.13854351687389,0,MH
TM-44-ZODE,Rebecca Barnes,1966-06-03,F,44.13854351687389,0,TM
RS-63-RIQJ,Mary Peters,1958-04-27,F,44.13854351687389,0,RS
KW-76-YCVT,Mark Martinez,1953-02-23,M,44.13854351687389,0,KW
KW-53-IZAS,Matthew Edwards,1967-08-28,M,44.13854351687389,0,KW
BZ-55-RHJN,Susan Montoya,1969-08-17,F,44.13854351687389,0,BZ
SR-09-IMKS,Carl Serrano,1967-08-09,M,44.13854351687389,0,SR
UZ-68-JHLD,Kristin Jones,1964-02-03,F,44.13854351687389,0,UZ
BR-53-KGTH,Kelly Miller,1961-12-15,F,44.13854351687389,0,BR
BD-73-VDRS,Monique Simmons,1987-09-25,F,95.88513913558319,20,BD
CR-60-TRCN,Mark Hale,1959-02-21,M,44.13854351687389,0,CR
SO-45-MHHL,Gerald Acosta,1998-04-17,M,44.13854351687389,0,SO
MG-80-LYTR,Antonio Lopez,1981-02-02,M,44.13854351687389,0,MG
MY-62-XDON,Tina Mcfarland,1973-03-08,F,44.13854351687389,0,MY
BB-26-ORPS,Timothy Saunders,1953-05-01,M,44.13854351687389,0,BB
AM-22-XXZF,Ann Mcclain,1984-08-10,F,44.13854351687389,0,AM
LY-97-RDKK,Carol Beard,1968-07-05,F,44.13854351687389,0,LY
BT-81-FBLL,Joshua Walker,1959-08-08,M,44.13854351687389,0,BT
TJ-30-GCKH,Jacob Preston,1981-12-23,M,44.13854351687389,0,TJ
CD-89-OVGE,Shane Garcia,1991-06-27,M,44.13854351687389,0,CD
RS-70-OFJF,Brian Morgan,1973-04-09,M,44.13854351687389,0,RS
ES-82-PEDA,Jessica Hays,1953-10-27,F,44.13854351687389,0,ES
UA-69-MXFG,Rebecca Soto,1973-05-01,F,44.13854351687389,0,UA
BH-28-ZNFO,Taylor Meadows,1999-08-01,F,44.13854351687389,0,BH
NZ-13-IKUU,Stephanie Castillo,1995-01-08,F,95.88513913558319,20,NZ
ER-07-BIIT,Phillip White,1979-05-04,M,44.13854351687389,0,ER
QA-92-PBXC,Nicole Brown,1962-12-26,F,44.13854351687389,0,QA
ST-50-RCEL,Philip Greer,1997-08-06,M,44.13854351687389,0,ST
KP-79-KNIX,Andrew Tate,1965-01-16,M,44.13854351687389,0,KP
AG-48-HPGN,Andre Johnson,1971-01-16,M,44.13854351687389,0,AG
ST-30-HUSL,Carol Morgan,1977-08-18,F,44.13854351687389,0,ST
PE-09-NAMP,Diana Powell,1992-03-27,F,44.13854351687389,0,PE
IT-29-BJGK,James Edwards,1960-10-27,M,91.1190053285968,10,IT
SN-14-PSIN,Elizabeth Johnson,1963-07-07,F,44.13854351687389,0,SN
IE-01-SHSI,Alyssa Tucker,1991-08-02,F,91.1190053285968,10,IE
LK-18-NOKN,Nathaniel Hood,1954-05-18,M,44.13854351687389,0,LK
BT-95-OSIG,Crystal Martin,1956-04-26,F,44.13854351687389,0,BT
IR-70-KTKD,Amanda Sharp,1989-10-05,F,44.13854351687389,0,IR
CV-55-PRZN,Thomas Burch,1970-09-13,M,44.13854351687389,0,CV
JM-55-CBGS,Jerry Pearson,1975-09-22,M,44.13854351687389,0,JM
MA-82-FWUA,Hayley Malone,1964-10-30,F,44.13854351687389,0,MA
SR-00-WRRM,Joseph Bell,1981-03-28,M,44.13854351687389,0,SR
MK-07-LPEW,David Thompson,1984-07-04,M,44.13854351687389,0,MK
FI-01-HKOI,Emma Cook,2000-12-28,F,99.5263469508585,130,FI
DM-15-DWFC,Spencer Hughes,1980-04-28,M,44.13854351687389,0,DM
CG-57-KABD,Dustin Gay,1982-05-15,M,44.13854351687389,0,CG
TO-65-KRES,Alexander Keith,1971-07-22,M,44.13854351687389,0,TO
GB-92-CNXD,Marvin Martin,1993-05-12,M,44.13854351687389,0,GB
AM-85-HWVM,Kenneth Collins,1966-12-01,M,91.1190053285968,10,AM
BB-55-JSYJ,Justin Brown,2000-09-16,M,44.13854351687389,0,BB
NL-83-QBWX,Tiffany Sandoval,2002-04-25,F,44.13854351687389,0,NL
TV-02-MKFG,Jason Smith,1996-07-07,M,44.13854351687389,0,TV
PY-72-MNAI,Andrea Rasmussen,1964-04-25,F,44.13854351687389,0,PY
GD-37-KMHX,Marcus Harrell,1956-02-27,M,44.13854351687389,0,GD
TR-10-RNFX,Melissa Gomez,2002-05-09,F,44.13854351687389,0,TR
BF-75-OVIC,Kimberly Cruz,1982-03-25,F,44.13854351687389,0,BF
BJ-51-CWXK,Johnathan Dalton,1953-11-14,M,44.13854351687389,0,BJ
TG-26-ZEQI,Amanda Chaney,1996-05-20,F,91.1190053285968,10,TG
HU-78-EDQU,Casey Ross,1963-03-27,M,44.13854351687389,0,HU
SN-44-SBDU,Patrick Cannon,1966-03-19,M,44.13854351687389,0,SN
SO-85-EPXR,Timothy Jones,2003-02-21,M,44.13854351687389,0,SO
KM-33-YHQB,Brenda Hernandez,1973-11-01,F,44.13854351687389,0,KM
MW-31-SMKP,Karen Curry,1968-01-10,F,44.13854351687389,0,MW
GM-69-FCXE,Brooke English,1967-10-29,F,44.13854351687389,0,GM
EG-21-TRCY,Dana Miller,1955-11-01,F,44.13854351687389,0,EG
TT-84-DENI,Kara Burton,1993-03-05,F,44.13854351687389,0,TT
MD-23-KWDJ,Chris Pittman,1975-02-26,M,44.13854351687389,0,MD
SK-75-ZOKT,Nicole Alvarez,1974-01-26,F,44.13854351687389,0,SK
FR-66-WPMW,Jason Rodriguez,1991-07-04,M,44.13854351687389,0,FR
GY-57-AKOL,Chad Jacobson,1976-11-23,M,99.76317347542926,230,GY
AR-57-OAPJ,Samuel Johnson,1957-12-02,M,44.13854351687389,0,AR
OM-20-CTOR,Kayla Martinez,1984-03-16,F,44.13854351687389,0,OM
IS-66-YMKZ,Christopher Velez,1983-02-24,M,44.13854351687389,0,IS
NI-30-JZUN,Deborah Harmon,1993-10-31,F,44.13854351687389,0,NI
IE-22-AYGD,Janet Anderson,1982-04-25,F,44.13854351687389,0,IE
GT-93-UEXV,Christine Reyes,1985-07-22,F,44.13854351687389,0,GT
HT-23-CGEY,Donald Hernandez,1965-07-07,M,44.13854351687389,0,HT
CL-99-MDQK,Stephen Orozco,1983-12-08,M,95.88513913558319,20,CL
PA-94-DGDK,James Benson,1976-02-01,M,44.13854351687389,0,PA
MH-09-ZFGF,Gregory Mckinney,1990-05-11,M,95.88513913558319,20,MH
BT-04-XKZP,Andrea Adams,1987-06-08,F,44.13854351687389,0,BT
MA-39-SMRE,Anna Knight,1991-09-09,F,44.13854351687389,0,MA
EG-78-AHXC,Kristin Flores,1988-05-01,F,44.13854351687389,0,EG
CL-65-CKDM,Daniel Simmons,1985-01-19,M,44.13854351687389,0,CL
CA-53-GNFL,Laura Gonzalez,1998-09-21,F,44.13854351687389,0,CA
KH-82-ICJX,Daniel Wright,1984-09-20,M,44.13854351687389,0,KH
CD-50-SWAD,Christopher Soto,2000-09-20,M,91.1190053285968,10,CD
FR-30-LOLT,Jessica Shaw,1963-05-02,F,44.13854351687389,0,FR
PE-54-VINF,Glenn Moran,2003-08-08,M,95.88513913558319,20,PE
KR-53-KGEF,Jose Munoz,1979-10-25,M,44.13854351687389,0,KR
ZM-40-TWCT,Christina Wolf,1957-08-04,F,44.13854351687389,0,ZM
VU-40-ZJPK,Duane Smith,1982-06-11,M,44.13854351687389,0,VU
NO-96-MDHO,Nathan King,1982-03-15,M,44.13854351687389,0,NO
MH-87-PSPZ,Margaret Coffey,1978-09-07,F,44.13854351687389,0,MH
DK-27-DPHR,Karen Smith,1986-05-19,F,44.13854351687389,0,DK
CM-36-ZBKV,Jennifer Collier,1998-06-23,F,44.13854351687389,0,CM
ZA-59-RSZJ,Gary Walker,1964-08-07,M,91.1190053285968,10,ZA
BJ-67-BVXD,Rebekah Turner,1996-03-16,F,44.13854351687389,0,BJ
EC-21-DCGY,Jonathan Adams,1954-08-09,M,44.13854351687389,0,EC
AG-92-FSWW,Leslie Lee,1958-04-30,F,44.13854351687389,0,AG
NI-42-QMWL,John Ponce,1991-11-18,M,44.13854351687389,0,NI
MX-33-ORFP,Scott Austin,1959-05-27,M,44.13854351687389,0,MX
BZ-81-HDBA,Frances Moore,1991-11-26,F,44.13854351687389,0,BZ
FJ-98-HMMP,Samantha Carr,1965-11-18,F,44.13854351687389,0,FJ
PS-67-BXWM,Alexandra Johnson,1978-10-27,F,44.13854351687389,0,PS
BZ-30-QZBJ,Sydney Greene,1964-07-13,F,44.13854351687389,0,BZ
SI-60-XODV,Melissa Norman,1968-02-02,F,44.13854351687389,0,SI
VN-20-GDLO,Marissa Reynolds,1983-05-05,F,91.1190053285968,10,VN
JO-59-CKZE,Amy Moran,1956-09-01,F,44.13854351687389,0,JO
AT-46-RXHL,Darius Mcgrath,2000-05-16,M,44.13854351687389,0,AT
ZW-58-VEWS,Jennifer Wood,1967-07-14,F,44.13854351687389,0,ZW
NL-33-BKRH,Alexander Silva,1998-10-03,M,44.13854351687389,0,NL
ME-10-QCSM,Jonathan Osborne,1959-03-07,M,44.13854351687389,0,ME
VU-21-RYVQ,Jennifer Jackson,2000-10-28,F,44.13854351687389,0,VU
MN-49-ZUNY,Jonathan Whitney,1970-09-26,M,44.13854351687389,0,MN
NG-80-XESM,John Fletcher,1976-06-09,M,44.13854351687389,0,NG
SC-11-WJOH,Jennifer Scott,1984-06-25,F,44.13854351687389,0,SC
JM-01-RXGM,Savannah Brown,1964-10-17,F,44.13854351687389,0,JM
NE-92-XYME,Stephanie White,1991-03-19,F,91.1190053285968,10,NE
BT-93-WUJN,Elizabeth Rojas,1955-07-28,F,44.13854351687389,0,BT
NG-21-ZCPD,Theresa Young,1989-12-05,F,44.13854351687389,0,NG
NI-37-XQHU,Michael Ramirez,1965-09-02,M,95.88513913558319,20,NI
MH-64-SWUB,Joseph Hamilton,2004-02-12,M,44.13854351687389,0,MH
BW-19-XADQ,Heather Vaughn,1977-02-17,F,44.13854351687389,0,BW
SD-28-AOMS,Steven Gordon,2000-10-17,M,91.1190053285968,10,SD
TO-54-KDWS,Bradley Lee,1999-09-25,M,44.13854351687389,0,TO
SZ-71-HBVJ,Michael Murray,1976-06-17,M,44.13854351687389,0,SZ
MT-21-KUBT,Christopher Davis,1994-05-06,M,44.13854351687389,0,MT
IT-46-DBUT,Amanda Mays,1967-09-05,F,44.13854351687389,0,IT
AD-32-VYQF,Danny Whitehead,1978-12-22,M,44.13854351687389,0,AD
MD-14-IIUK,Matthew Jones,2003-10-26,M,44.13854351687389,0,MD
JO-61-ISME,George Martinez,1974-01-06,M,44.13854351687389,0,JO
GQ-50-LDJI,Dwayne Graham,1953-11-23,M,91.1190053285968,10,GQ
ET-13-MHOE,Mary Kelly,1979-04-13,F,44.13854351687389,0,ET
MV-48-ETFK,Jeffrey Stone,1970-03-04,M,44.13854351687389,0,MV
FM-33-IJGA,Maria Johnson,1981-09-18,F,44.13854351687389,0,FM
NG-47-ACZZ,Heather Ward,2001-03-23,F,95.88513913558319,20,NG
KZ-28-WDUJ,Todd Jacobs,2002-04-16,M,44.13854351687389,0,KZ
IL-90-QBRO,Mary Callahan,1994-11-01,F,44.13854351687389,0,IL
GH-71-NSRF,Lauren Hart,1977-01-09,F,44.13854351687389,0,GH
MD-77-JBPE,Erin Cooper,1962-09-09,F,44.13854351687389,0,MD
ST-54-EPNN,Ronald Werner,2003-02-27,M,44.13854351687389,0,ST
BN-92-MHBJ,Dominic Shields,1990-04-25,M,44.13854351687389,0,BN
MX-02-LGYX,Michael Baker,1983-12-13,M,44.13854351687389,0,MX
IL-79-AUZT,Michele Lang,1999-02-19,F,44.13854351687389,0,IL
UG-34-HQEE,Eric Lopez,1953-05-18,M,44.13854351687389,0,UG
ML-17-WQFS,Felicia Taylor,1979-12-06,F,44.13854351687389,0,ML
NI-69-LXWW,Elizabeth Herrera,1960-01-22,F,44.13854351687389,0,NI
BO-52-KAXB,Eileen Gross,1977-08-21,F,44.13854351687389,0,BO
BN-03-MIAL,Patrick Dunn,1965-06-10,M,44.13854351687389,0,BN
DZ-11-TOEE,Chelsea Hammond,1956-08-25,F,44.13854351687389,0,DZ
KG-42-RXJI,Lynn Cummings,1996-06-25,F,44.13854351687389,0,KG
AU-62-TAQS,Rhonda Murray,1970-08-03,F,44.13854351687389,0,AU
PL-55-CWTQ,Susan Mckinney,1968-05-02,F,44.13854351687389,0,PL
TR-47-CXDW,Michael Johnson,1983-10-16,M,44.13854351687389,0,TR
BN-84-ZJBF,Jerry Kelley,1993-02-02,M,95.88513913558319,20,BN
ML-10-KLNI,Jessica King,1960-06-12,F,44.13854351687389,0,ML
PW-13-HUBS,Sherry Howard,1978-11-20,F,44.13854351687389,0,PW
NE-84-FQHN,William Hill,1957-11-27,M,44.13854351687389,0,NE
PW-94-JYTG,William Logan,2003-08-31,M,44.13854351687389,0,PW
CV-71-GBTB,Tammy Tran,1986-12-03,F,44.13854351687389,0,CV
TJ-09-NGZJ,Ethan Montes,1996-04-29,M,44.13854351687389,0,TJ
GR-21-PAOS,Mary Cross,1959-02-24,F,95.88513913558319,20,GR
TH-53-BZPN,Lisa Miller,1973-03-08,F,95.88513913558319,20,TH
ML-47-ERUL,Joy Becker,1969-09-24,F,44.13854351687389,0,ML
KH-54-UEWK,Jessica Moon,2002-03-03,F,44.13854351687389,0,KH
AF-29-CSEK,Jerry Smith,1967-04-12,M,95.88513913558319,20,AF
MD-57-EOHV,Anthony Shepherd,1999-02-20,M,44.13854351687389,0,MD
GR-44-XPRK,Alexander Mullen,1988-09-19,M,44.13854351687389,0,GR
RO-83-GWJQ,Charles Holloway,2001-12-10,M,44.13854351687389,0,RO
PS-61-HWRL,Destiny Frazier,1959-05-03,F,44.13854351687389,0,PS
GE-70-ZYKN,John Walton,1983-07-22,M,44.13854351687389,0,GE
LA-50-TTOE,Derrick Johnson,1997-10-03,M,44.13854351687389,0,LA
RO-57-CCVB,Melissa Mcintyre,1959-05-11,F,44.13854351687389,0,RO
VC-01-OLHQ,Alicia Lam,1968-06-10,F,44.13854351687389,0,VC
FR-24-HPFJ,Madeline Brown,1968-05-18,F,91.1190053285968,10,FR
MG-86-HXYY,Michael Hurst,1953-10-30,M,44.13854351687389,0,MG
KM-75-YHBZ,Sarah Burke,1988-07-01,F,44.13854351687389,0,KM
OM-61-XQYA,Stephanie Campbell,1987-08-23,F,44.13854351687389,0,OM
CO-26-CNPJ,Jason Evans,1993-10-09,M,95.88513913558319,20,CO
CI-43-TLHU,Crystal Pearson,1956-10-26,F,44.13854351687389,0,CI
DE-67-RAPX,Katelyn Stewart,1971-01-24,F,44.13854351687389,0,DE
MX-02-AYWA,Sarah Russell,1988-03-02,F,44.13854351687389,0,MX
CR-89-RLQD,Cheryl Smith,1992-05-16,F,44.13854351687389,0,CR
CI-06-XUQB,Charles Woods,1991-11-29,M,44.13854351687389,0,CI
CF-91-HZBX,Jaime Thompson,1965-08-26,F,44.13854351687389,0,CF
KW-22-XQDV,Douglas Robinson,1962-09-07,M,44.13854351687389,0,KW
CA-49-EOQO,Tiffany Fernandez,2002-07-26,F,44.13854351687389,0,CA
BR-02-YPNX,Valerie Hartman,1970-04-23,F,44.13854351687389,0,BR
BF-08-WHWJ,Christian Farrell,2004-07-06,M,44.13854351687389,0,BF
BJ-30-IFUF,Joel Garrett,2002-01-26,M,44.13854351687389,0,BJ
ZA-85-CDGG,Monique Lee,1998-11-13,F,44.13854351687389,0,ZA
CA-77-QQWL,Natalie Mcbride,1990-10-27,F,44.13854351687389,0,CA
GM-02-IQXP,Samantha Ramos,2001-04-26,F,44.13854351687389,0,GM
LV-43-YFHD,Travis Cooper,1961-02-23,M,44.13854351687389,0,LV
NE-66-ZGPR,Ryan Richard,1995-10-30,M,44.13854351687389,0,NE
LS-51-HHSQ,Tanner Morris,1961-08-10,M,44.13854351687389,0,LS
SG-28-YGMP,Rebecca Hill,1959-12-27,F,44.13854351687389,0,SG
KN-16-ZMKP,Alexander Merritt,1980-11-08,M,44.13854351687389,0,KN
PA-13-UXJO,Julie Shah,1980-12-17,F,44.13854351687389,0,PA
CD-85-DVEZ,Vanessa Rogers,1998-12-06,F,44.13854351687389,0,CD
SV-79-QVJS,Darryl Zhang,1958-07-04,M,44.13854351687389,0,SV
DZ-55-IKXR,Alison Flores,1974-10-03,F,91.1190053285968,10,DZ
NO-59-GRSA,Joseph Adams,1967-12-19,M,44.13854351687389,0,NO
ST-00-NIBX,Ryan Gilbert,1960-08-29,M,44.13854351687389,0,ST
AO-36-UXGU,Maurice Hernandez,1962-11-10,M,44.13854351687389,0,AO
