Player_ID,Year,Achievements,CoachName
NA-82-ANYB,2010,,Rachel Fox
AR-98-XSUS,2010,,Claudia Mccarty
CG-46-YOJL,2010,,Emily Stewart
MX-47-GIVV,2010,,Paul Burnett
LS-01-AVPU,2010,,Angela Evans
ML-92-EMPI,2010,,Bryce Johnson
BH-19-RPNK,2010,,Justin Bennett
UY-94-EVPM,2010,,Shannon Larson
ZA-10-ZRYG,2010,,Kimberly Jensen
IQ-75-UUPG,2010,,Andrew Campbell
FJ-05-KTCM,2010,,Jennifer Cooper
IL-34-YPFP,2010,,Amanda Richardson
NL-07-DPEV,2010,,Kathy Young
VN-52-RHMS,2010,,Laura Brown
MD-72-HEIY,2010,,Jessica Ramirez
DE-70-XILT,2010,,Robert Ellis
AL-62-BFLA,2010,,Jeffrey Murphy
GD-25-KEVO,2010,,Katherine Francis
MH-31-JCCD,2010,,Brian Barnes
AM-84-OYFG,2010,,Jeremy Mason
BG-47-NLGN,2010,,Jessica Hammond
PE-60-FNHK,2010,,Lauren Solis
AT-77-PINK,2010,,Amanda Mcguire
IT-66-YFJV,2010,,Hannah Clark
KE-83-NKYF,2010,,Daniel Gilbert
GY-20-VFXW,2010,,James Drake
NP-18-ERKS,2010,,Victoria Morales
PE-24-LSCA,2010,,Benjamin Garcia
DO-69-PCZW,2010,,Erica David
MU-89-GSXN,2010,,Stuart Guerra
GD-59-RSVK,2010,,Jade Kelley
MH-12-EVPJ,2010,,Gabriella Anderson
TM-44-ZODE,2010,,Patricia Carter
RS-63-RIQJ,2010,,Andrea Nixon
KW-76-YCVT,2010,,Samuel Cooley
KW-53-IZAS,2010,,Kimberly Silva
BZ-55-RHJN,2010,,Monica Mercer
SR-09-IMKS,2010,,James Miller
UZ-68-JHLD,2010,,Chris Price
BR-53-KGTH,2010,,Jacob Schmidt
BD-73-VDRS,2010,,Cassie Williams
CR-60-TRCN,2010,,Richard Thompson
SO-45-MHHL,2010,,Anne Hernandez
MG-80-LYTR,2010,,Zachary Tanner
MY-62-XDON,2010,,Jonathan Garcia
BB-26-ORPS,2010,,Lisa Stevens
AM-22-XXZF,2010,,Eric Campbell
LY-97-RDKK,2010,,Erin Hayden
BT-81-FBLL,2010,,Ricky Dawson
TJ-30-GCKH,2010,,Lisa Kaiser
CD-89-OVGE,2010,,James Baker
RS-70-OFJF,2010,,Patrick Miller
ES-82-PEDA,2010,,Antonio Orr
UA-69-MXFG,2010,,Tracy Scott
BH-28-ZNFO,2010,,Chris Landry
NZ-13-IKUU,2010,,Robert Cooper
ER-07-BIIT,2010,,Terry Miller
QA-92-PBXC,2010,,Cassandra Brown
ST-50-RCEL,2010,,Mr. Scott Davis
KP-79-KNIX,2010,,Gregory Stone
AG-48-HPGN,2010,,Jill Graham
ST-30-HUSL,2010,,Parker Edwards
PE-09-NAMP,2010,,Michael Harris
IT-29-BJGK,2010,,Brian Howell
SN-14-PSIN,2010,,Stephanie Morales
IE-01-SHSI,2010,,Leonard Dunn
LK-18-NOKN,2010,,Dr. Dawn Peterson MD
BT-95-OSIG,2010,,Peter Lewis
IR-70-KTKD,2010,,Vernon Cook
CV-55-PRZN,2010,,Eric Patel
JM-55-CBGS,2010,,Brandy Nelson
MA-82-FWUA,2010,,Curtis Jackson
SR-00-WRRM,2010,,Sarah Moore
MK-07-LPEW,2010,,Casey Garcia
FI-01-HKOI,2010,,Suzanne Scott
DM-15-DWFC,2010,,Daniel Moody
CG-57-KABD,2010,,Crystal Carson
TO-65-KRES,2010,,Sarah Hawkins
GB-92-CNXD,2010,,Brittany Ferguson
AM-85-HWVM,2010,,Joseph Guzman
BB-55-JSYJ,2010,,Brenda Richard
NL-83-QBWX,2010,,Linda Cook
TV-02-MKFG,2010,,Carrie Mayer
PY-72-MNAI,2010,,Jeffrey Wilson
GD-37-KMHX,2010,,Jennifer Montoya
TR-10-RNFX,2010,,Gregory Terry
BF-75-OVIC,2010,,Christina Blake
BJ-51-CWXK,2010,,Brian Holder
TG-26-ZEQI,2010,,Susan Nguyen
HU-78-EDQU,2010,,Stephanie Woodward
SN-44-SBDU,2010,,Katherine Hernandez
SO-85-EPXR,2010,,Cody Mccormick
KM-33-YHQB,2010,,Justin Reynolds
MW-31-SMKP,2010,,Jennifer Wong
GM-69-FCXE,2010,,Mark Rubio
EG-21-TRCY,2010,,James Soto
TT-84-DENI,2010,,Christina Barron
MD-23-KWDJ,2010,,Amanda White
SK-75-ZOKT,2010,,David Durham
FR-66-WPMW,2010,,Peter Young
GY-57-AKOL,2010,,Nicole Jones
AR-57-OAPJ,2010,,Rebecca Todd
OM-20-CTOR,2010,,Deanna Donovan
IS-66-YMKZ,2010,,Michael Jones
NI-30-JZUN,2010,,Lucas Roberts
IE-22-AYGD,2010,,Frank Cox
GT-93-UEXV,2010,,Dave Lewis
HT-23-CGEY,2010,,Eric Stark
CL-99-MDQK,2010,"Winner of Collins LLC Chess Meet, 2010 | ",Wendy Gonzalez
PA-94-DGDK,2010,,Scott Howard
MH-09-ZFGF,2010,,Bruce Conrad
BT-04-XKZP,2010,,Kimberly Turner
MA-39-SMRE,2010,,Kristine Smith
EG-78-AHXC,2010,,Stephanie Wright
CL-65-CKDM,2010,,Vanessa Hayden
CA-53-GNFL,2010,,Pamela Nichols
KH-82-ICJX,2010,,John House
CD-50-SWAD,2010,,Jennifer Williams
FR-30-LOLT,2010,,Sherry Jackson
PE-54-VINF,2010,,Taylor Figueroa
KR-53-KGEF,2010,,Molly Duncan
ZM-40-TWCT,2010,,Kayla Mclaughlin
VU-40-ZJPK,2010,,Nicole Wagner
NO-96-MDHO,2010,,Miss Amy Daniels MD
MH-87-PSPZ,2010,,Curtis Wang
DK-27-DPHR,2010,,Anthony Moran
CM-36-ZBKV,2010,,Ann Whitaker
ZA-59-RSZJ,2010,,Steven Price
BJ-67-BVXD,2010,,Vincent Jones
EC-21-DCGY,2010,,Christina Ibarra
AG-92-FSWW,2010,,David Guerrero
NI-42-QMWL,2010,,Michael Miller
MX-33-ORFP,2010,,Nathaniel Acosta
BZ-81-HDBA,2010,,Ralph Mata
FJ-98-HMMP,2010,,Lauren Fox MD
PS-67-BXWM,2010,,Manuel Berry
BZ-30-QZBJ,2010,,Morgan Velez
SI-60-XODV,2010,,Natalie Willis
VN-20-GDLO,2010,,Kevin Watson
JO-59-CKZE,2010,,Angela Russell
AT-46-RXHL,2010,,Michael Wright
ZW-58-VEWS,2010,,Robert Thomas
NL-33-BKRH,2010,,Alexander Fisher
ME-10-QCSM,2010,,Ellen Moyer
VU-21-RYVQ,2010,,Rebecca Johnston
MN-49-ZUNY,2010,,Christopher King
NG-80-XESM,2010,,Karen Armstrong
SC-11-WJOH,2010,,Stephen Brown
JM-01-RXGM,2010,,Alexis Sims
NE-92-XYME,2010,,Audrey Lucas
BT-93-WUJN,2010,,Adrienne Russell
NG-21-ZCPD,2010,,Brittany Lloyd
NI-37-XQHU,2010,,Shawn Brown
MH-64-SWUB,2010,,Brian Curry
BW-19-XADQ,2010,,Teresa Burke
SD-28-AOMS,2010,,James Sawyer
TO-54-KDWS,2010,,David Harris
SZ-71-HBVJ,2010,,Diane Mccoy
MT-21-KUBT,2010,,Lisa Wilson
IT-46-DBUT,2010,,Stephanie Lopez
AD-32-VYQF,2010,,Jeremy Nguyen
MD-14-IIUK,2010,,Zachary Burns
JO-61-ISME,2010,,Tara Baker
GQ-50-LDJI,2010,,Tonya Cruz
ET-13-MHOE,2010,,Travis Young
MV-48-ETFK,2010,,Michael Brewer
FM-33-IJGA,2010,,Krystal Carr
NG-47-ACZZ,2010,,Mrs. Sarah Howe
KZ-28-WDUJ,2010,,Alicia Perez
IL-90-QBRO,2010,,Lauren Ballard
GH-71-NSRF,2010,,Lindsey Hall
MD-77-JBPE,2010,,Samuel Anderson MD
ST-54-EPNN,2010,,Laura Smith
BN-92-MHBJ,2010,,Joseph Perez
MX-02-LGYX,2010,,Christine Roy
IL-79-AUZT,2010,,Robert Haynes
UG-34-HQEE,2010,,Breanna Dillon
ML-17-WQFS,2010,,Joe Russo
NI-69-LXWW,2010,,Jesus Stevens
BO-52-KAXB,2010,,Curtis Herrera
BN-03-MIAL,2010,,Jamie Williams
DZ-11-TOEE,2010,,Michelle Sullivan
KG-42-RXJI,2010,,Zachary Moore
AU-62-TAQS,2010,,Aaron Peck
PL-55-CWTQ,2010,,Kelly Harmon
TR-47-CXDW,2010,,Diane Nelson
BN-84-ZJBF,2010,,Autumn Smith
ML-10-KLNI,2010,,Danielle Leblanc
PW-13-HUBS,2010,,Lauren Cook
NE-84-FQHN,2010,,Chloe Crawford
PW-94-JYTG,2010,,Stephen Edwards
CV-71-GBTB,2010,,Joseph Byrd
TJ-09-NGZJ,2010,,Kristi Clay
GR-21-PAOS,2010,,Billy Thompson
TH-53-BZPN,2010,,Sarah Garcia
ML-47-ERUL,2010,,Sean Gonzalez
KH-54-UEWK,2010,,Kenneth Levine
AF-29-CSEK,2010,,Alison Lester
MD-57-EOHV,2010,,Beth Cantu
GR-44-XPRK,2010,,Dawn Henderson
RO-83-GWJQ,2010,,Cory Henson
PS-61-HWRL,2010,,Patricia White
GE-70-ZYKN,2010,,Katherine Baldwin
LA-50-TTOE,2010,,Elizabeth Johnson
RO-57-CCVB,2010,,James Lowe
VC-01-OLHQ,2010,,Miranda Page
FR-24-HPFJ,2010,,Shannon Crosby
MG-86-HXYY,2010,,Yolanda Rhodes
KM-75-YHBZ,2010,,Kathryn Stevens
OM-61-XQYA,2010,,John Kim
CO-26-CNPJ,2010,,John Avila
CI-43-TLHU,2010,,Terri Jacobs
DE-67-RAPX,2010,,Thomas Wright
MX-02-AYWA,2010,,Phyllis Watson
CR-89-RLQD,2010,,Teresa Gonzalez
CI-06-XUQB,2010,,Monica Oneill
CF-91-HZBX,2010,,Carol Stone
KW-22-XQDV,2010,,Lauren Kane
CA-49-EOQO,2010,,Kenneth Thomas
BR-02-YPNX,2010,,Jack Jacobs
BF-08-WHWJ,2010,,Christina Orr
BJ-30-IFUF,2010,,Timothy Ferrell
ZA-85-CDGG,2010,,Erika Alvarado
CA-77-QQWL,2010,,Alexandra Turner
GM-02-IQXP,2010,,Marisa Rivera
LV-43-YFHD,2010,,Jennifer Skinner
NE-66-ZGPR,2010,,Emily Jones
LS-51-HHSQ,2010,,Sheila Briggs
SG-28-YGMP,2010,,Robert Wallace
KN-16-ZMKP,2010,,Mary Diaz
PA-13-UXJO,2010,,Timothy Jenkins
CD-85-DVEZ,2010,,Darren Preston
SV-79-QVJS,2010,,Johnathan Holland
DZ-55-IKXR,2010,,Tonya Gordon
NO-59-GRSA,2010,,Rodney Mitchell
ST-00-NIBX,2010,,Nathaniel Davis
AO-36-UXGU,2010,,Jessica Mercado
AF-25-TBIB,2010,,Robin Lawson
KM-64-KJOL,2010,,Sarah Henderson
SV-18-YWJC,2010,,Antonio Brewer
UZ-76-PUIL,2010,,Christopher Hernandez
MX-98-VVZI,2010,,Clayton Chan
NO-84-DPEU,2010,,Autumn Williams
FM-22-VDMW,2010,"Runner-Up of Johnson-Edwards Chess Trials, 2010 | ",Elizabeth Cordova
CD-88-MSMI,2010,,Veronica Newman
LB-37-BHAT,2010,,Julian Ward
GH-22-DFUB,2010,,Angela Rogers
MH-63-XQDM,2010,,Brandy Barnett
LA-46-SKKB,2010,,Jasmine Mosley
LA-70-IXQG,2010,,Daniel Webb
KG-84-KWQG,2010,,Diane Lawrence
GB-27-FNER,2010,,Sharon Johns
AE-88-RAOH,2010,,Steven Hughes
ST-52-WNHQ,2010,,Steven Short
MR-69-DZPX,2010,,Jennifer Lam
CI-56-SPTR,2010,,Jacob Horn
UA-73-RPEX,2010,,John Collins
SL-46-URAS,2010,,Brett West
TH-10-TNPI,2010,,James Buckley
JP-16-XBQG,2010,,Deborah Marshall
TG-08-RKXC,2010,,Andrea Mills
SN-41-TRJN,2010,,Elizabeth Phillips
PW-68-ORKK,2010,,Michele Decker
ZW-72-BOGZ,2010,,Tiffany Martin
IQ-13-ABAP,2010,,James Bailey
MT-37-YKWD,2010,,Heather Howard
PH-26-VUWV,2010,,Tony Mccann
BA-28-SKTC,2010,,Bryan Adams
BO-83-NVHZ,2010,,John Santana
BS-11-KJSC,2010,,Alexandra Rubio
SN-32-PTTZ,2010,,Rhonda Newman
AE-69-SPYU,2010,,Karina Mills
SO-47-XLJH,2010,,Mark Moss
MK-47-WMMM,2010,,Robert Lynn
SY-97-WVJO,2010,,Heather Knox
NR-26-SYIX,2010,,Teresa Graham
CZ-46-CSBL,2010,,Philip Patton
OM-67-GABZ,2010,,Kyle Santiago
LS-07-TVMI,2010,,Sharon Barron
MN-24-JSTP,2010,,Cindy Mendoza
SC-82-ZUCZ,2010,,Natasha Miller
GW-91-ATWV,2010,,Valerie Reid
BD-78-ZMWY,2010,,Benjamin Moore
BZ-13-KGCZ,2010,,Mark Martinez
HR-63-EQQZ,2010,,Donna Haynes
UZ-72-OGFD,2010,,Brianna Hill
HR-96-RSKW,2010,,David Johnson
CF-13-JZCT,2010,,David Kim
GQ-95-RFNK,2010,,Mario Klein
MZ-50-JQXQ,2010,,Maria Wood
BZ-97-QBBP,2010,,Jeffrey Morales
TV-21-YIZK,2010,,Ann Johnson
PY-62-HONN,2010,,Laura Hart
SR-39-WUSA,2010,,Andrew Lee
BA-77-KJDP,2010,,Sophia Vincent
LI-53-KATN,2010,,Jennifer Alexander
FR-35-ZLBW,2010,,Lisa Robinson
ZA-36-QCPK,2010,,Marc Patrick
VN-41-XFQG,2010,,Deborah Wolfe DVM
BH-58-RTHP,2010,,Edward Ballard
FJ-10-XHGD,2010,,Scott Garcia
EG-79-KPJE,2010,,Samantha Ward
NA-40-NCFW,2010,,Timothy Santos
EG-45-KQTW,2010,,Deanna Patterson
LC-34-NNOB,2010,,Daniel Mitchell
ZW-41-FZKV,2010,,Lisa Garcia
PL-36-HMRX,2010,,Terry Day
GQ-36-UYAY,2010,,Andrew Roth
KH-65-UNFP,2010,,Randy Carr
MN-26-VQXA,2010,,Christine Vaughn
ES-87-SYQF,2010,,Madison Juarez
BB-49-PWRQ,2010,,Matthew Burke
TV-04-AZQC,2010,,Robert Jones
OM-19-HEXA,2010,,David Weaver
MY-67-YTSZ,2010,,Jennifer Willis
AR-33-UZID,2010,,Jennifer Nelson
SZ-49-HJCV,2010,,Jodi Cline DVM
TL-26-DSPQ,2010,,Stacey Rodriguez
JP-67-GWEN,2010,,Patrick Gordon
LC-27-YQQR,2010,,Cheryl Hamilton
KM-89-OFFN,2010,,William Hernandez
TH-12-VIPL,2010,,Christopher Mcintosh
GE-85-RBIX,2010,,Taylor Mayer
TL-26-UMMW,2010,,John Shannon
BS-61-NSGV,2010,,Amber Donovan
FI-05-MPBO,2010,,Laura Lewis
NP-99-YKVS,2010,,Robert Poole
LV-27-XFMM,2010,,Mrs. Grace Sanchez
ST-13-CPGU,2010,,John Gonzalez
VN-59-TFYM,2010,,Fred Flores
US-48-PSLX,2010,,Julia Salazar
DO-58-BGZT,2010,,Jordan Russell
SV-30-OVWO,2010,,Nathan Hill
TH-40-FHOZ,2010,,Charles Simmons
VN-79-EHNJ,2010,,Monica Roy
GN-23-ZLIU,2010,,Stephanie Matthews
UG-87-CGQU,2010,,Benjamin Gregory
UZ-70-WUZG,2010,,Charles Mitchell
JM-20-TIJG,2010,,Francisco Wallace
SY-42-IETZ,2010,,Robert Stephens
PS-19-TIXZ,2010,,Jonathan Allen
NI-73-ZTKT,2010,,Daisy Martinez
VU-48-PERH,2010,"Runner-Up of Phillips-Wright Chess Contest, 2010 | ",Benjamin Campbell
LC-48-NEGN,2010,,Joshua Klein
KM-95-MHMO,2010,,Michael Wilson
SD-75-PFIX,2010,,Sharon Harvey
NA-90-FYVG,2010,,Sarah Cole
TR-86-OVOW,2010,,Leah Carter
PK-10-CQII,2010,,Aaron Fields
ZW-11-MHTB,2010,,Alison Watts
HU-14-ZNIE,2010,,Meredith Jones
FI-91-PIQI,2010,,Traci Palmer
UY-66-LNVB,2010,,John Oconnor
JO-41-TQAU,2010,,Walter Wright
BE-23-ZKBO,2010,,David Weiss
AF-57-MVVE,2010,,Teresa Nelson
TG-03-HALH,2010,,Jessica Tran
RU-23-FNOE,2010,,Brandy Garrett
CN-10-LOPQ,2010,,Riley Macdonald
KI-98-LSMP,2010,,Jennifer Miles
BN-22-TLUF,2010,,Carol Maxwell
VN-94-CSIH,2010,,Olivia George
TV-71-ICPP,2010,,Michael Cohen
AZ-52-BQJG,2010,"Runner-Up of Johnson-Gray Chess Contest, 2010 | ",John Mayo
PY-49-DJGY,2010,,Blake Thomas
HU-69-FZHX,2010,,Beth Carrillo
BN-49-RDKL,2010,,Joseph Newton
MD-20-JEJE,2010,,William Anderson
BG-71-DKAT,2010,,Rita Clark
MU-89-ZINM,2010,,Karen Michael
MK-58-WMDM,2010,,David Maxwell
ES-29-WXXH,2010,,Timothy Kim Jr.
RU-42-UQJD,2010,,Heather Martinez
MN-47-JXQO,2010,,Shawn Flowers
SK-17-XXDO,2010,,Desiree Watson
PL-02-DRSZ,2010,,Justin Barton
TD-34-VZRG,2010,,Matthew Martin
TR-19-EQHI,2010,,Kyle Orozco
EC-08-YHJL,2010,,Norma Walker
RS-45-XYQC,2010,,Edwin Acevedo
NE-06-YKHD,2010,,Chelsea Campos
MW-38-DAHX,2010,,Morgan Waller
MN-95-OVPM,2010,,Victor Gonzalez
BA-23-NVEP,2010,,Virginia Arnold
NG-99-YUCS,2010,,Kristy Cooper
RO-69-VXQU,2010,"Winner of Harris Inc Chess Contest, 2010 | ",Jennifer Kim
AM-68-GWDH,2010,,Lisa Harvey
IQ-15-TKWO,2010,,Holly Morris
CA-19-GXID,2010,,James Browning
UG-71-SBZH,2010,,Cameron Davis
MZ-04-TSAA,2010,,Andrew Li
BH-54-XXKH,2010,,Timothy Lopez
AR-20-CFUA,2010,,Martha Jackson
DE-20-PMNI,2010,,Rachel Henry
FI-17-YXQO,2010,,Carolyn Willis
ML-45-BLII,2010,,Ricky Woods
UZ-20-LHLF,2010,,Richard Osborne
EG-54-TJAJ,2010,,Ellen Leblanc
ZA-53-ATJW,2010,,Kimberly Gibbs
MK-67-OQOH,2010,,Adam Taylor
NA-46-GVZK,2010,,Dana Hubbard
VC-50-FOBA,2010,,Gail Johnson
VU-55-UOPU,2010,,Martha Bennett
MV-91-OAAA,2010,,Diana Graves
CU-76-MLNB,2010,,John Lloyd
GY-94-LKXY,2010,,Mariah Farmer
RW-20-TSOS,2010,,Austin Stanton
BD-98-WWDG,2010,,Annette Lee
IL-99-SHGV,2010,,Shawn Oliver
CN-69-QVTU,2010,,Matthew Hill
CF-07-SYLY,2010,,Stephanie White
AF-69-HFMC,2010,,Tina Freeman
MM-94-GAKK,2010,,Kelly Cruz
NA-11-RAHJ,2010,,Christine Harrison
SY-65-XKKN,2010,,Dawn Watts
JP-99-GFWY,2010,"Winner of Brown, Sellers and Barton Chess Competition, 2010 | ",Meghan Marshall
CV-59-XNJX,2010,,Michael Bell
LA-62-IRRP,2010,,Luke Reilly
BA-37-NXXQ,2010,,Emily Sutton
BI-20-AKIQ,2010,,John Shepherd
ER-31-ZHXE,2010,,Jonathan Peterson
MG-97-WUYL,2010,,Nicole Sweeney
EC-32-YUQD,2010,,Mrs. Veronica Shaw
MZ-41-CQPI,2010,,Brian Goodman
CO-59-NGZJ,2010,,Gloria Reeves
IQ-96-VYHN,2010,,Robert Aguirre
CN-43-SMWC,2010,,Sharon Holmes
AE-56-FABV,2010,,Matthew Floyd
JO-06-BCRQ,2010,"Winner of Phillips-Wright Chess Contest, 2010 | ",Dennis Payne
BJ-85-YNJC,2010,,Sarah Ramirez
KR-79-YHPP,2010,,Claudia Harrington
CR-35-DBMG,2010,,Heather Page
FI-72-ZJHM,2010,,Crystal Stephens
CI-75-SNLQ,2010,,Stephen Cruz
BS-62-DMYZ,2010,,Diane Smith
CV-16-DHPG,2010,,Jenna Smith
AZ-42-WKSH,2010,,Raymond Taylor
GD-72-NKOP,2010,,Frederick Hill
IT-86-OEMI,2010,,Carrie Simpson
ET-94-DVWV,2010,,Madeline Whitaker
NG-94-JFGY,2010,,Marissa Jenkins
MA-55-NRQU,2010,,Casey Santos
NR-61-TDOI,2010,,Elaine Hughes
CM-61-CDYH,2010,,Colin Wilson
IT-66-NPSB,2010,,Joseph Welch
TD-12-JQIJ,2010,,Jeffery Williams
NG-73-HKXR,2010,,Jared Rodriguez
AD-26-IQZB,2010,,Rebecca Matthews
TJ-26-CIEI,2010,,Jason Thomas
NG-13-XLFF,2010,,Kathy Phillips
AM-83-QPQU,2010,,Corey Garcia
NG-05-OJBU,2010,,Lori Cooper
AF-26-LFGQ,2010,,Daniel Christensen
PL-22-VRZU,2010,,Amber Mcdowell
DK-65-IGUV,2010,,Amy Patton
SI-26-VBKW,2010,,Julia Austin
UA-38-YYAL,2010,,Dale Williams
FR-09-TRFV,2010,,Robert Murphy
TM-19-LVND,2010,,Alexis Roth
CD-95-AHQQ,2010,,Scott Sanchez
GW-06-VDRK,2010,,Carmen Warner
NZ-49-UEJJ,2010,,Alicia Reed
VE-78-NPHO,2010,,Harry Alvarez
KM-11-VFUH,2010,,Joseph Roberts
OM-73-HKQK,2010,,Andrew Jordan
TM-35-RHEF,2010,,Tammy Wood
BD-79-ITPY,2010,,Carrie Campbell
KZ-12-EIPM,2010,,Amanda Mathis
GB-74-QJVQ,2010,,Michael Valentine
IE-96-YUVV,2010,,Lisa Mcdowell
TW-96-IQTA,2010,,Hannah Stein
KR-90-ZBZX,2010,,Chad Jones
SO-80-SAGZ,2010,,Veronica Smith
CN-74-FKBY,2010,,Samantha Poole
TM-36-OUZD,2010,,Donna Kelly
PA-38-JZMG,2010,,Joshua Neal
NL-82-UTBZ,2010,,Shelia Small
SC-53-QRHA,2010,,Larry Barnes
SG-54-HEWM,2010,,Ryan Gallagher
MT-88-NPHV,2010,,John Moss
SC-88-LJIZ,2010,,Alan Strickland
HR-08-GBYE,2010,,Miss Carrie Fox MD
NZ-62-MZRT,2010,,Selena Brady
ER-42-HVBU,2010,,Richard Robertson
AL-37-YEWP,2010,,Julie Stone
RW-03-HFJA,2010,,Lawrence Harris
BD-74-ZJIV,2010,,Jessica Horton
SM-81-KGBZ,2010,,Olivia Ray
BO-83-COES,2010,,Anthony Richardson
SK-53-RLOE,2010,,Robert Kerr
BF-98-VRWN,2010,,Wayne Mayer
AD-77-LNRQ,2010,,Elizabeth Adams
CA-00-PNOP,2010,,Carol Mitchell
TG-01-LHXU,2010,,Jason Weaver
ET-55-UMZP,2010,,Robert Gutierrez
PK-33-KDBP,2010,,Jerry Garrett
KG-23-SHLP,2010,,Brianna Thomas
LS-95-AAKR,2010,,Erin Dominguez
AT-61-HQVT,2010,,Theodore Martinez
JM-72-ZFGM,2010,,Erica Smith
AL-41-YMTX,2010,,Kristy Hicks
TH-82-ELPW,2010,,Annette Klein
TD-46-FDDQ,2010,,Kirk Strong
